DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-05-11 05:10:00,4.0,1.19,1009.92,21.39,87.54,365.58,0.03
2024-05-11 05:20:00,4.0,1.49,1009.96,21.43,87.65,1066.58,0.31
2024-05-11 05:30:00,4.0,1.91,1010.03,21.69,86.62,2708.33,1.69
2024-05-11 05:40:00,4.0,1.58,1009.99,22.29,83.66,4728.58,4.78
2024-05-11 05:50:00,4.0,1.38,1010.04,23.49,78.51,6991.17,14.82
2024-05-11 06:00:00,4.0,3.05,1010.13,26.04,67.65,8465.58,39.99
2024-05-11 06:10:00,4.0,2.08,1010.3,27.63,61.94,11883.58,70.84
2024-05-11 06:20:00,4.0,1.91,1010.32,29.38,55.93,19806.33,131.46
2024-05-11 06:30:00,4.0,1.48,1010.42,30.82,51.26,24838.17,136.37
2024-05-11 06:40:00,4.0,1.67,1010.57,29.85,53.48,18307.08,71.73
2024-05-11 06:50:00,4.0,2.49,1010.63,27.94,59.48,19234.25,71.48
2024-05-11 07:00:00,4.0,1.48,1010.73,28.49,58.68,23574.08,108.95
2024-05-11 07:10:00,4.0,1.56,1010.73,29.03,56.8,24526.75,115.6
2024-05-11 07:20:00,4.0,2.32,1010.83,28.64,57.74,21795.08,89.72
2024-05-11 07:30:00,4.0,1.4,1010.82,28.73,57.9,20117.75,79.88
2024-05-11 07:40:00,4.0,1.63,1010.88,28.78,57.64,20569.67,85.45
2024-05-11 07:50:00,4.0,0.38,1010.86,29.83,55.23,22888.92,105.18
2024-05-11 08:00:00,4.0,0.44,1010.86,31.15,51.96,29314.5,168.62
2024-05-11 08:10:00,4.0,1.45,1010.9,32.27,47.78,32396.5,198.16
2024-05-11 08:20:00,4.0,1.06,1010.85,32.97,45.13,34175.75,234.24
2024-05-11 08:30:00,4.0,1.38,1010.82,33.58,43.78,42353.87,378.12
2024-05-11 08:40:00,4.0,1.7,1010.87,35.9,37.6,60892.86,704.75
2024-05-11 08:50:00,4.0,0.96,1010.91,37.74,33.98,41429.74,344.87
2024-05-11 09:00:00,4.0,1.89,1010.88,36.62,34.65,39671.74,302.42
2024-05-11 09:10:00,4.0,1.58,1010.82,36.41,34.99,46246.71,378.6
2024-05-11 09:20:00,4.0,1.24,1010.77,38.41,31.92,61584.29,666.01
2024-05-11 09:30:00,4.0,1.13,1010.75,41.7,26.42,77341.45,944.99
2024-05-11 09:40:00,4.0,1.88,1010.78,40.01,27.65,43367.76,342.38
2024-05-11 09:50:00,4.0,1.05,1010.69,40.86,27.54,71714.0,827.37
2024-05-11 10:00:00,4.0,1.06,1010.61,43.69,23.73,93344.06,1207.18
2024-05-11 10:10:00,4.0,1.11,1010.48,44.96,22.22,84136.87,995.55
2024-05-11 10:20:00,4.0,1.41,1010.44,45.58,21.58,99782.8,1251.31
2024-05-11 10:30:00,4.0,1.21,1010.46,45.34,21.76,48508.91,440.14
2024-05-11 10:40:00,4.0,1.19,1010.33,42.63,25.4,35885.16,276.75
2024-05-11 10:50:00,4.0,1.0,1010.21,41.94,26.81,42744.87,364.13
2024-05-11 11:00:00,4.0,0.99,1010.12,41.43,27.66,41342.43,358.42
2024-05-11 11:10:00,4.0,1.59,1010.02,41.44,27.59,49890.13,536.64
2024-05-11 11:20:00,4.0,1.58,1009.97,44.49,23.84,92825.84,1343.1
2024-05-11 11:30:00,4.0,2.84,1009.8,42.85,26.35,46667.28,455.01
2024-05-11 11:40:00,4.0,2.4,1009.62,40.15,30.84,41867.66,400.4
2024-05-11 11:50:00,4.0,1.85,1009.61,40.28,31.07,35764.57,278.77
2024-05-11 12:00:00,4.0,1.55,1009.55,38.93,32.96,24176.92,123.76
2024-05-11 12:10:00,4.0,1.33,1009.47,38.12,35.08,27502.58,177.81
2024-05-11 12:20:00,4.0,1.73,1009.41,39.81,32.28,52465.29,640.8
2024-05-11 12:30:00,4.0,2.45,1009.28,42.01,28.34,73440.26,1328.05
2024-05-11 12:40:00,4.0,2.05,1009.23,46.13,22.77,82055.92,1493.41
2024-05-11 12:50:00,4.0,2.07,1009.1,47.75,19.93,81241.75,1616.07
2024-05-11 13:00:00,4.0,2.0,1008.92,48.19,19.4,63338.4,1234.94
2024-05-11 13:10:00,4.0,2.38,1008.72,46.45,21.02,55020.85,990.38
2024-05-11 13:20:00,4.0,2.4,1008.62,47.5,19.78,62078.62,1448.52
2024-05-11 13:30:00,4.0,2.93,1008.62,49.64,17.01,65946.93,1671.32
2024-05-11 13:40:00,4.0,1.91,1008.57,50.85,15.62,55878.5,1464.68
2024-05-11 13:50:00,4.0,1.91,1008.35,50.09,16.07,48360.37,1114.97
2024-05-11 14:00:00,4.0,1.96,1008.15,47.51,19.13,36646.69,489.1
2024-05-11 14:10:00,4.0,2.38,1008.06,44.11,23.47,30006.08,307.31
2024-05-11 14:20:00,4.0,2.06,1007.96,42.07,26.51,28880.25,247.48
2024-05-11 14:30:00,4.0,2.07,1007.81,41.24,28.45,26844.08,245.92
2024-05-11 14:40:00,4.0,1.44,1007.68,41.36,28.36,22829.25,243.99
2024-05-11 14:50:00,4.0,1.52,1007.54,40.14,30.38,16893.25,104.47
2024-05-11 15:00:00,4.0,1.48,1007.44,39.12,32.65,18855.83,124.25
2024-05-11 15:10:00,4.0,2.0,1007.41,37.9,34.77,18158.83,121.72
2024-05-11 15:20:00,4.0,2.19,1007.28,36.13,38.45,13692.33,56.38
2024-05-11 15:30:00,4.0,2.25,1007.26,34.88,41.6,11502.17,37.35
2024-05-11 15:40:00,4.0,1.73,1007.2,34.43,42.96,13755.17,57.19
2024-05-11 15:50:00,4.0,2.02,1007.25,33.82,44.71,11408.67,31.54
2024-05-11 16:00:00,4.0,1.42,1007.18,33.06,47.06,10558.0,29.01
2024-05-11 16:10:00,4.0,1.38,1007.13,33.59,46.0,16701.25,68.63
2024-05-11 16:20:00,4.0,1.79,1007.2,34.21,44.39,17685.92,84.74
2024-05-11 16:30:00,4.0,1.87,1007.24,35.09,42.07,18097.42,91.45
2024-05-11 16:40:00,4.0,1.48,1007.21,34.78,42.6,13760.58,47.46
2024-05-11 16:50:00,4.0,0.83,1007.21,33.54,45.67,8700.25,18.22
2024-05-11 17:00:00,4.0,0.67,1007.2,32.76,47.87,6690.17,9.02
2024-05-11 17:10:00,4.0,0.2,1007.22,31.82,50.44,5147.0,5.95
2024-05-11 17:20:00,4.0,0.95,1007.19,31.3,52.65,4945.92,5.68
2024-05-11 17:30:00,4.0,1.66,1007.24,30.41,55.58,4215.33,3.97
2024-05-11 17:40:00,4.0,1.25,1007.4,29.99,57.08,3757.83,3.62
2024-05-11 17:50:00,4.0,1.26,1007.46,29.48,58.75,2405.17,1.33
2024-05-11 18:00:00,4.0,0.88,1007.57,28.95,60.52,1278.25,0.37
2024-05-11 18:10:00,4.0,0.51,1007.7,28.39,62.03,823.0,0.18
2024-05-11 18:20:00,4.0,0.56,1007.73,27.96,63.78,299.17,0.02
2024-05-11 18:30:00,4.0,0.0,1007.71,27.62,64.49,73.75,0.0
2024-05-11 18:40:00,4.0,0.0,1007.72,27.51,64.84,20.83,0.0
2024-05-12 04:50:00,4.0,1.44,1006.89,22.84,95.27,23.75,0.0
2024-05-12 05:00:00,4.0,1.15,1006.9,22.89,94.95,88.42,0.0
2024-05-12 05:10:00,4.0,1.44,1006.95,22.96,94.95,287.83,0.02
2024-05-12 05:20:00,4.0,0.33,1007.05,23.01,94.63,638.58,0.11
2024-05-12 05:30:00,4.0,0.7,1007.03,23.19,93.39,1183.25,0.42
2024-05-12 05:40:00,4.0,1.5,1007.07,23.52,91.05,2124.25,1.27
2024-05-12 05:50:00,4.0,2.12,1007.07,23.88,87.8,3714.42,3.36
2024-05-12 06:00:00,4.0,2.21,1007.11,24.29,84.24,5607.33,6.99
2024-05-12 06:10:00,4.0,2.38,1007.14,24.68,82.52,7441.0,12.42
2024-05-12 06:20:00,4.0,1.85,1007.21,25.14,80.65,8674.25,16.65
2024-05-12 06:30:00,4.0,1.64,1007.29,25.74,78.81,9773.33,20.26
2024-05-12 06:40:00,4.0,1.38,1007.23,26.31,76.58,13201.5,34.16
2024-05-12 06:50:00,4.0,0.55,1007.16,27.22,72.75,16737.67,53.61
2024-05-12 07:00:00,4.0,1.92,1007.23,27.82,69.04,18107.17,61.6
2024-05-12 07:10:00,4.0,1.0,1007.18,28.43,67.11,18837.92,65.89
2024-05-12 07:20:00,4.0,1.37,1007.14,28.99,64.81,19362.67,65.41
2024-05-12 07:30:00,4.0,0.93,1007.11,29.78,62.56,24606.08,107.74
2024-05-12 07:40:00,4.0,1.73,1007.18,31.19,57.8,29628.37,163.03
2024-05-12 07:50:00,4.0,1.08,1007.12,33.23,52.54,44303.48,417.92
2024-05-12 08:00:00,4.0,1.52,1006.97,37.26,41.38,51836.26,585.85
2024-05-12 08:10:00,4.0,2.03,1006.92,37.85,37.96,46192.52,425.8
2024-05-12 08:20:00,4.0,1.99,1006.86,41.08,31.76,91828.4,1457.59
2024-05-12 08:30:00,4.0,1.53,1006.79,43.54,27.46,81780.99,1142.2
2024-05-12 08:40:00,4.0,1.73,1006.71,44.96,24.76,78235.22,1016.31
2024-05-12 08:50:00,4.0,1.46,1006.72,45.28,24.15,69044.25,847.09
2024-05-12 09:00:00,4.0,1.27,1006.76,44.88,24.59,82837.91,1142.04
2024-05-12 09:10:00,4.0,1.39,1006.76,44.58,24.82,58080.21,582.05
2024-05-12 09:20:00,4.0,1.47,1006.68,42.23,28.33,61455.46,628.98
2024-05-12 09:30:00,4.0,1.6,1006.66,45.71,24.03,104383.52,1488.99
2024-05-12 09:40:00,4.0,1.72,1006.53,47.68,20.6,93190.07,1251.16
2024-05-12 09:50:00,4.0,1.61,1006.54,45.02,23.86,47970.99,444.59
2024-05-12 10:00:00,4.0,1.46,1006.28,44.2,25.12,60538.87,675.6
2024-05-12 10:10:00,4.0,0.76,1006.26,45.88,23.22,65243.99,742.65
2024-05-12 10:20:00,4.0,1.19,1006.16,46.64,22.52,83377.87,1067.85
2024-05-12 10:30:00,4.0,1.38,1006.03,47.9,20.57,87879.58,1168.34
2024-05-12 10:40:00,4.0,1.37,1005.96,50.01,18.09,95788.53,1293.85
2024-05-12 10:50:00,4.0,2.0,1005.88,51.75,16.06,114321.86,1469.74
2024-05-12 11:00:00,4.0,2.1,1005.9,53.83,13.92,117758.2,1368.67
2024-05-12 11:10:00,4.0,1.64,1005.75,52.24,15.31,78066.08,944.35
2024-05-12 11:20:00,4.0,1.76,1005.59,52.9,14.81,106120.02,1395.14
2024-05-12 11:30:00,4.0,1.34,1005.5,52.5,15.56,76851.44,1006.4
2024-05-12 11:40:00,4.0,1.85,1005.34,50.87,17.33,80800.8,1145.0
2024-05-12 11:50:00,4.0,2.92,1005.08,47.7,21.38,83000.81,1213.78
2024-05-12 12:00:00,4.0,3.24,1004.84,41.48,31.46,18885.42,84.32
2024-05-12 12:10:00,4.0,1.33,1004.73,42.06,30.78,36901.78,430.13
2024-05-12 12:20:00,4.0,1.6,1004.57,43.88,28.06,45157.24,524.94
2024-05-12 12:30:00,4.0,1.43,1004.46,44.61,27.11,38846.34,386.4
2024-05-12 12:40:00,4.0,2.19,1004.37,43.09,29.45,29004.67,210.65
2024-05-12 12:50:00,4.0,1.77,1004.22,42.95,29.82,51627.59,952.5
2024-05-12 13:00:00,4.0,2.09,1004.18,47.04,23.41,64871.5,1419.36
2024-05-12 13:10:00,4.0,2.03,1004.06,45.98,24.58,38944.17,602.44
2024-05-12 13:20:00,4.0,1.45,1003.92,44.51,27.21,24890.15,196.8
2024-05-12 13:30:00,4.0,1.12,1003.75,43.02,29.75,28905.58,187.48
2024-05-12 13:40:00,4.0,1.14,1003.6,41.98,31.9,18346.17,75.99
2024-05-12 13:50:00,4.0,1.52,1003.58,39.65,37.13,16858.75,61.04
2024-05-12 14:00:00,4.0,1.36,1003.47,38.7,39.56,23918.58,115.79
2024-05-12 14:10:00,4.0,1.21,1003.46,38.82,39.99,23674.75,110.71
2024-05-12 14:20:00,4.0,1.69,1003.35,38.52,40.83,26549.08,144.7
2024-05-12 14:30:00,4.0,2.07,1003.36,37.27,43.67,20411.92,79.38
2024-05-12 14:40:00,4.0,1.53,1003.37,36.92,44.7,22264.25,89.18
2024-05-12 14:50:00,4.0,1.64,1003.31,36.84,45.32,21238.92,83.39
2024-05-12 15:00:00,4.0,0.96,1003.26,36.24,47.09,14521.92,40.39
2024-05-12 15:10:00,4.0,1.92,1003.16,34.72,52.3,11415.0,27.13
2024-05-12 15:20:00,4.0,2.47,1003.08,33.45,57.06,9757.33,21.24
2024-05-12 15:30:00,4.0,2.47,1003.02,33.14,58.96,11623.0,32.62
2024-05-12 15:40:00,4.0,2.67,1003.0,32.98,59.74,12282.83,37.5
2024-05-12 15:50:00,4.0,2.47,1002.95,33.17,58.92,14610.42,51.72
2024-05-12 16:00:00,4.0,2.22,1002.89,33.75,57.5,15785.83,63.02
2024-05-12 16:10:00,4.0,2.59,1002.89,33.11,59.63,12328.67,34.45
2024-05-12 16:20:00,4.0,2.4,1002.89,32.24,62.78,9664.25,21.03
2024-05-12 16:30:00,4.0,1.93,1003.01,31.65,64.64,6351.33,8.92
2024-05-12 16:40:00,4.0,2.17,1003.0,31.26,66.58,4765.92,5.33
2024-05-12 16:50:00,4.0,1.5,1003.1,30.76,68.64,3601.0,3.05
2024-05-12 17:00:00,4.0,1.81,1003.18,30.62,69.51,3302.42,2.53
2024-05-12 17:10:00,4.0,1.85,1003.23,30.05,73.36,3060.75,2.08
2024-05-12 17:20:00,4.0,1.75,1003.23,29.13,78.97,2239.17,1.16
2024-05-12 17:30:00,4.0,1.22,1003.35,28.34,84.64,1478.08,0.53
2024-05-12 17:40:00,4.0,0.79,1003.55,27.91,88.78,939.08,0.21
2024-05-12 17:50:00,4.0,1.31,1003.55,27.57,91.86,649.92,0.12
2024-05-12 18:00:00,4.0,0.3,1003.68,27.38,94.22,778.58,0.18
2024-05-12 18:10:00,4.0,0.25,1003.81,27.18,96.67,411.5,0.06
2024-05-12 18:20:00,4.0,0.25,1003.67,26.9,99.35,142.92,0.01
2024-05-12 18:30:00,4.0,0.0,1003.64,26.8,99.97,47.78,0.0
2024-05-13 05:00:00,4.0,2.04,1005.0,23.18,100.0,24.58,0.0
2024-05-13 05:10:00,4.0,1.21,1005.14,23.17,100.0,69.83,0.0
2024-05-13 05:20:00,4.0,1.61,1005.18,23.12,100.0,180.58,0.02
2024-05-13 05:30:00,4.0,2.45,1005.27,22.95,100.0,406.42,0.06
2024-05-13 05:40:00,4.0,3.23,1005.5,22.73,100.0,506.58,0.07
2024-05-13 05:50:00,4.0,3.54,1005.66,22.51,100.0,530.0,0.08
2024-05-13 06:00:00,4.0,2.68,1005.81,22.43,100.0,635.08,0.11
2024-05-13 06:10:00,4.0,2.17,1005.86,22.42,100.0,968.58,0.22
2024-05-13 06:20:00,4.0,2.73,1005.92,22.44,100.0,1119.0,0.29
2024-05-13 06:30:00,4.0,2.84,1005.95,22.46,99.99,1565.16,0.58
2024-05-13 06:40:00,4.0,2.39,1006.01,22.53,99.5,2428.16,1.39
2024-05-13 06:50:00,4.0,2.09,1006.26,22.76,97.61,2877.42,1.85
2024-05-13 07:00:00,4.0,2.54,1006.56,22.94,95.68,2466.42,1.31
2024-05-13 07:10:00,4.0,2.58,1006.73,23.12,93.45,3337.58,2.39
2024-05-13 07:20:00,4.0,2.36,1006.7,23.21,92.55,3461.25,2.59
2024-05-13 07:30:00,4.0,2.01,1006.81,23.26,92.59,2763.75,1.61
2024-05-13 07:40:00,4.0,2.62,1006.91,23.25,91.97,3038.58,1.94
2024-05-13 07:50:00,4.0,3.07,1007.04,23.23,90.44,5038.42,5.13
2024-05-13 08:00:00,4.0,3.2,1007.11,23.13,90.37,5050.33,5.08
2024-05-13 08:10:00,4.0,3.23,1007.25,22.95,92.21,4556.75,4.12
2024-05-13 08:20:00,4.0,2.41,1007.4,22.55,94.45,4762.58,4.58
2024-05-13 08:30:00,4.0,2.74,1007.65,22.48,95.02,6067.92,7.25
2024-05-13 08:40:00,4.0,2.59,1007.75,22.54,94.46,5683.08,6.33
2024-05-13 08:50:00,4.0,1.51,1007.79,22.7,94.5,5950.0,7.28
2024-05-14 05:00:00,4.0,0.91,1008.34,20.53,97.29,52.59,0.0
2024-05-14 05:10:00,4.0,0.84,1008.35,20.57,97.39,171.08,0.01
2024-05-14 05:20:00,4.0,0.79,1008.49,20.63,97.43,493.08,0.08
2024-05-14 05:30:00,4.0,1.29,1008.68,20.72,97.05,805.75,0.17
2024-05-14 05:40:00,4.0,1.84,1008.83,20.77,96.4,919.83,0.21
2024-05-14 05:50:00,4.0,1.75,1008.87,20.84,95.91,1436.75,0.48
2024-05-14 06:00:00,4.0,1.77,1008.96,20.96,94.85,1816.25,0.76
2024-05-14 06:10:00,4.0,2.21,1009.02,21.1,93.8,3022.75,2.18
2024-05-14 06:20:00,4.0,1.58,1009.16,21.4,92.48,3957.58,3.51
2024-05-14 06:30:00,4.0,1.63,1009.18,21.77,90.84,6643.5,10.29
2024-05-14 06:40:00,4.0,1.72,1009.12,22.63,86.84,10897.5,25.88
2024-05-14 06:50:00,4.0,1.6,1009.26,23.19,83.46,10192.92,22.03
2024-05-14 07:00:00,4.0,1.45,1009.34,23.56,81.04,10552.5,24.4
2024-05-14 07:10:00,4.0,1.6,1009.39,24.1,77.78,14532.33,44.78
2024-05-14 07:20:00,4.0,1.05,1009.55,24.89,74.6,14626.33,42.93
2024-05-14 07:30:00,4.0,2.29,1009.67,24.92,72.93,14995.0,44.74
2024-05-14 07:40:00,4.0,1.74,1009.78,24.49,74.56,10680.25,22.67
2024-05-14 07:50:00,4.0,1.93,1009.87,24.37,75.38,11546.25,27.07
2024-05-14 08:00:00,4.0,1.86,1009.86,24.86,73.35,17581.67,62.93
2024-05-14 08:10:00,4.0,1.48,1009.84,26.32,67.59,23436.17,105.91
2024-05-14 08:20:00,4.0,1.15,1009.8,27.65,63.16,25977.5,131.75
2024-05-14 08:30:00,4.0,1.79,1009.92,27.48,60.68,15475.67,50.8
2024-05-14 08:40:00,4.0,1.54,1009.94,26.91,62.32,18055.75,69.0
2024-05-14 08:50:00,4.0,1.72,1009.85,27.26,61.18,19206.58,78.36
2024-05-14 09:00:00,4.0,0.97,1009.77,27.82,60.46,17561.16,67.5
2024-05-14 09:10:00,4.0,1.19,1009.73,28.74,57.26,24653.83,127.88
2024-05-14 09:20:00,4.0,1.01,1009.73,30.12,52.62,30313.83,196.31
2024-05-14 09:30:00,4.0,1.32,1009.69,30.42,50.36,25555.67,135.84
2024-05-14 09:40:00,4.0,1.38,1009.65,30.04,49.92,22804.67,111.31
2024-05-14 09:50:00,4.0,1.18,1009.53,30.52,48.55,29703.17,193.67
2024-05-14 10:00:00,4.0,1.0,1009.41,33.29,42.3,47443.27,452.61
2024-05-14 10:10:00,4.0,1.37,1009.42,34.9,37.78,59622.1,667.62
2024-05-14 10:20:00,4.0,1.01,1009.34,36.23,34.06,39887.7,327.3
2024-05-14 10:30:00,4.0,1.07,1009.17,35.77,34.66,43155.06,368.47
2024-05-14 10:40:00,4.0,0.91,1009.05,35.73,34.9,39811.22,332.02
2024-05-14 10:50:00,4.0,0.99,1009.0,37.34,31.87,53215.17,567.23
2024-05-14 11:00:00,4.0,1.02,1008.92,37.58,31.16,45431.92,434.38
2024-05-14 11:10:00,4.0,0.95,1008.76,38.35,29.97,45945.18,444.8
2024-05-14 11:20:00,4.0,1.36,1008.72,38.3,29.53,49619.09,560.98
2024-05-14 11:30:00,4.0,1.25,1008.56,39.99,27.51,56008.41,697.53
2024-05-14 11:40:00,4.0,1.31,1008.42,39.81,26.96,45226.49,445.12
2024-05-14 11:50:00,4.0,1.52,1008.28,39.33,28.1,56859.41,710.88
2024-05-14 12:00:00,4.0,1.66,1008.22,40.6,26.08,77448.73,1198.41
2024-05-14 12:10:00,4.0,1.86,1008.07,41.61,24.71,74474.9,1185.56
2024-05-14 12:20:00,4.0,1.83,1007.92,41.91,23.86,59951.66,853.27
2024-05-14 12:30:00,4.0,1.68,1007.7,39.55,27.02,29854.85,227.62
2024-05-14 12:40:00,4.0,2.01,1007.63,37.73,30.31,36202.74,433.05
2024-05-14 12:50:00,4.0,2.19,1007.48,37.22,31.4,37907.92,365.25
2024-05-14 13:00:00,4.0,1.59,1007.33,36.58,32.94,32622.58,243.19
2024-05-14 13:10:00,4.0,1.54,1007.35,36.08,33.94,27201.92,147.96
2024-05-14 13:20:00,4.0,1.44,1007.29,35.58,35.33,32705.37,297.65
2024-05-14 13:30:00,4.0,1.72,1007.37,36.4,35.19,39056.74,420.86
2024-05-14 13:40:00,4.0,1.66,1007.37,36.08,33.77,35718.16,292.41
2024-05-14 13:50:00,4.0,2.5,1007.35,35.15,35.22,30202.46,212.81
2024-05-14 14:00:00,4.0,2.18,1007.33,32.46,41.15,17314.75,70.83
2024-05-14 14:10:00,4.0,1.9,1007.31,31.21,44.76,16856.25,64.91
2024-05-14 14:20:00,4.0,1.79,1007.33,31.48,45.35,27544.34,176.31
2024-05-14 14:30:00,4.0,2.31,1007.23,31.65,44.93,24608.5,130.61
2024-05-14 14:40:00,4.0,1.86,1007.37,30.9,47.01,16611.08,64.17
2024-05-14 14:50:00,4.0,1.8,1007.44,30.21,49.1,14211.83,47.36
2024-05-14 15:00:00,4.0,2.11,1007.58,29.31,51.37,13433.42,40.85
2024-05-14 15:10:00,4.0,1.64,1007.62,29.07,52.57,15824.42,59.05
2024-05-14 15:20:00,4.0,1.52,1007.66,29.59,51.31,13704.58,44.35
2024-05-14 15:30:00,4.0,1.84,1007.57,29.36,51.89,13325.83,41.35
2024-05-14 15:40:00,4.0,1.55,1007.53,28.9,54.92,11147.08,28.07
2024-05-14 15:50:00,4.0,1.59,1007.6,28.64,56.87,11166.5,28.37
2024-05-14 16:00:00,4.0,1.89,1007.6,28.75,56.73,13741.58,44.1
2024-05-14 16:10:00,4.0,2.12,1007.68,28.67,56.77,13200.17,41.73
2024-05-14 16:20:00,4.0,1.62,1007.78,28.23,58.05,9001.83,20.98
2024-05-14 16:30:00,4.0,1.67,1007.82,27.34,60.6,5838.17,8.7
2024-05-14 16:40:00,4.0,1.15,1007.88,27.21,61.19,5903.92,7.86
2024-05-14 16:50:00,4.0,1.3,1007.96,26.94,62.12,5448.25,7.12
2024-05-14 17:00:00,4.0,1.52,1008.1,26.6,63.82,4462.75,4.56
2024-05-14 17:10:00,4.0,1.56,1008.2,26.07,66.49,2717.33,1.56
2024-05-14 17:20:00,4.0,1.3,1008.27,25.72,68.62,1759.5,0.7
2024-05-14 17:30:00,4.0,1.49,1008.28,25.44,70.71,2175.16,1.09
2024-05-14 17:40:00,4.0,1.43,1008.33,25.24,71.45,1791.67,0.82
2024-05-14 17:50:00,4.0,1.2,1008.46,25.1,71.58,1176.5,0.39
2024-05-14 18:00:00,4.0,1.21,1008.52,24.91,72.55,499.83,0.05
2024-05-14 18:10:00,4.0,1.55,1008.57,24.71,73.51,463.5,0.04
2024-05-14 18:20:00,4.0,1.38,1008.63,24.55,74.43,232.0,0.02
2024-05-14 18:30:00,4.0,0.77,1008.65,24.41,75.03,74.67,0.0
2024-05-14 18:40:00,4.0,0.87,1008.7,24.35,75.64,24.17,0.0
2024-05-15 04:50:00,4.0,0.0,1008.58,22.05,97.24,27.08,0.0
2024-05-15 05:00:00,4.0,0.0,1008.61,22.02,97.65,106.0,0.01
2024-05-15 05:10:00,4.0,0.0,1008.61,21.98,97.4,410.5,0.06
2024-05-15 05:20:00,4.0,0.0,1008.75,22.14,97.57,1208.0,0.45
2024-05-15 05:30:00,4.0,0.0,1008.89,22.42,96.1,2536.42,1.88
2024-05-15 05:40:00,4.0,0.0,1008.93,22.85,94.33,4232.92,4.59
2024-05-15 05:50:00,4.0,0.0,1009.05,23.42,91.7,6850.34,11.22
2024-05-15 06:00:00,4.0,0.0,1009.14,24.26,87.79,8483.17,17.53
2024-05-15 06:10:00,4.0,0.32,1009.26,26.52,77.76,10678.75,65.49
2024-05-15 06:20:00,4.0,0.4,1009.33,30.4,61.95,15452.75,103.48
2024-05-15 06:30:00,4.0,0.3,1009.34,33.01,53.61,25952.17,156.48
2024-05-15 06:40:00,4.0,0.3,1009.42,33.35,49.56,22205.42,108.41
2024-05-15 06:50:00,4.0,0.83,1009.45,34.43,46.29,32092.42,231.06
2024-05-15 07:00:00,4.0,1.04,1009.55,35.76,42.04,34517.0,262.73
2024-05-15 07:10:00,4.0,1.11,1009.66,34.74,43.51,30082.79,194.11
2024-05-15 07:20:00,4.0,1.35,1009.77,35.13,42.8,43358.45,385.02
2024-05-15 07:30:00,4.0,2.05,1009.79,36.53,38.25,52345.3,559.34
2024-05-15 07:40:00,4.0,1.84,1009.87,38.68,33.14,62583.54,773.79
2024-05-15 07:50:00,4.0,1.32,1009.88,39.31,31.88,52743.15,546.34
2024-05-15 08:00:00,4.0,1.82,1009.87,39.0,31.81,63972.7,762.82
2024-05-15 08:10:00,4.0,1.36,1009.83,40.57,28.5,70572.44,901.03
2024-05-15 08:20:00,4.0,1.19,1009.78,41.63,27.46,78124.35,1059.01
2024-05-15 08:30:00,4.0,1.31,1009.95,43.28,23.95,83225.14,1123.21
2024-05-15 08:40:00,4.0,1.47,1009.88,44.25,22.58,87994.23,1183.45
2024-05-15 08:50:00,4.0,1.12,1009.81,44.58,21.6,88511.55,1152.36
2024-05-16 04:50:00,4.0,1.2,1011.73,19.12,99.9,44.58,0.0
2024-05-16 05:00:00,4.0,1.29,1011.75,19.12,95.82,206.08,0.02
2024-05-16 05:10:00,4.0,1.7,1011.86,19.24,96.92,683.92,0.19
2024-05-16 05:20:00,4.0,2.23,1011.96,19.56,93.03,1661.58,0.87
2024-05-16 05:30:00,4.0,3.12,1012.11,20.15,88.65,3421.67,3.73
2024-05-16 05:40:00,4.0,2.35,1012.27,20.67,89.86,5198.92,7.43
2024-05-16 05:50:00,4.0,1.71,1012.42,22.02,85.42,7586.75,26.32
2024-05-16 06:00:00,4.0,2.46,1012.52,24.12,74.97,8747.5,40.49
2024-05-16 06:10:00,4.0,1.62,1012.61,25.68,67.86,11215.0,70.84
2024-05-16 06:20:00,4.0,1.34,1012.7,27.03,61.18,12869.92,58.53
2024-05-16 06:30:00,4.0,1.2,1012.83,26.98,61.11,17900.67,74.12
2024-05-16 06:40:00,4.0,1.25,1013.13,29.11,53.9,26138.25,161.06
2024-05-16 06:50:00,4.0,1.05,1013.23,30.39,49.94,29274.42,197.28
2024-05-16 07:00:00,4.0,1.59,1013.38,33.04,42.59,36796.83,318.52
2024-05-16 07:10:00,4.0,0.75,1013.44,33.86,39.75,35620.44,280.0
2024-05-16 07:20:00,4.0,0.61,1013.53,35.85,35.1,36301.2,279.44
2024-05-16 07:30:00,4.0,0.66,1013.49,36.62,32.61,42954.18,382.64
2024-05-16 07:40:00,4.0,0.97,1013.53,37.39,30.39,48864.58,499.27
2024-05-16 07:50:00,4.0,1.72,1013.44,38.51,26.76,57411.41,665.37
2024-05-16 08:00:00,4.0,1.94,1013.32,38.88,24.98,64492.54,833.57
2024-05-16 08:10:00,4.0,1.56,1013.42,40.37,22.86,66700.18,877.09
2024-05-16 08:20:00,4.0,2.06,1013.43,41.0,21.25,69114.46,935.67
2024-05-16 08:30:00,4.0,1.5,1013.29,41.24,20.47,76533.4,1080.1
2024-05-16 08:40:00,4.0,2.12,1013.22,43.14,17.89,82534.6,1198.81
2024-05-16 08:50:00,4.0,2.4,1013.19,41.92,18.05,74784.86,1042.18
2024-05-16 17:00:00,4.0,1.45,1009.87,28.26,47.06,8829.33,16.93
2024-05-16 17:10:00,4.0,1.26,1009.91,27.76,48.37,7326.92,12.73
